run,label,mode,delivered_food,delivered_fraction,success_rate,food_total
DISTANCE_CAP8_BIGMAP_RARE_RANDOM_SPAWN,base raro,sampled_move_t100_greedy_write,10.958333333333334,0.47644927536231885,0.041666666666666664,23
DISTANCE_CAP12_BIGMAP_RARE_VISION2_RANDOM_SPAWN,vision r=2,sampled_move_t100_greedy_write,9.5,0.4130434782608696,0.020833333333333332,23
DISTANCE_CAP8_BIGMAP_RARE_HUBVECTOR_RANDOM_SPAWN,hub vector,sampled_move_t100_greedy_write,12.328125,0.5360054347826086,0.015625,23
DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_RANDOM_SPAWN,hub+food vector,sampled_move_t090_greedy_write,15.203125,0.6610054347826088,0.078125,23
DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_HELDOUT_SELECT,seleccion held-out,sampled_move_t090_greedy_write,16.197916666666668,0.7042572463768115,0.1875,23
