source,update,global_step,episode_return,env_return,eval_mean_delivered_food,eval_mean_delivered_food_per_1000_ant_steps,delivery_events,pickup_events,mean_carrying_ants,final_mean_visited_cell_fraction,write_action_nonzero_rate,entropy,approx_kl,grad_norm,value_loss
50x50 largo,32,40960.0,0.006465625017881393,0.0,,,0.0,2.0,3.8609375953674316,0.597000002861023,0.7466797232627869,0.5472529530525208,0.0029490869492292404,2.6508290767669678,0.038942210376262665
50x50 largo,33,42240.0,3.875004040310159e-05,0.0,,,0.0,0.0,3.9375,0.5970999598503113,0.741992175579071,0.5415753126144409,0.0013700942508876324,1.661468267440796,0.03032606840133667
50x50 largo,34,43520.0,6.800005212426186e-05,0.0,,,0.0,0.0,3.9375,0.5972749590873718,0.7183594107627869,0.5912277698516846,0.0008617974817752838,1.7181181907653809,0.01876825839281082
50x50 largo,35,44800.0,0.06251812726259232,0.0625,,,1.0,0.0,3.9117188453674316,0.5973249673843384,0.7193359732627869,0.5572066903114319,0.0036036898382008076,1.8432519435882568,0.019230257719755173
50x50 largo,36,46080.0,0.0032232501544058323,0.0,,,0.0,1.0,3.926562547683716,0.5976249575614929,0.7396484613418579,0.6016256213188171,0.0033974505495280027,1.562681794166565,0.034669097512960434
50x50 largo,37,47360.0,5.850005618412979e-05,0.0,,,0.0,0.0,3.9375,0.5978249311447144,0.703906238079071,0.5937820672988892,0.001136810751631856,1.4068223237991333,0.01920703798532486
50x50 largo,38,48640.0,0.0010128750000149012,0.0,,,0.0,0.0,3.9375,0.598099946975708,0.697070300579071,0.5366552472114563,0.004525921773165464,1.4797980785369873,0.02801891230046749
50x50 largo,39,49920.0,0.1250653713941574,0.125,,,2.0,0.0,3.9203126430511475,0.5981999635696411,0.7242187857627869,0.5903455018997192,0.0016802606405690312,1.7159465551376343,0.024766955524683
50x50 largo,40,51200.0,0.06251112371683121,0.0625,,,1.0,0.0,3.8070313930511475,0.5982499718666077,0.7513672113418579,0.6281847953796387,0.0010691366624087095,1.751830816268921,0.016812995076179504
50x50 largo,41,52480.0,0.0,0.0,,,0.0,0.0,3.75,0.5982499718666077,0.749804675579071,0.6430521607398987,0.0030358443036675453,0.7715523838996887,0.007117518223822117
50x50 largo,42,53760.0,0.0031250000465661287,0.0,,,0.0,1.0,3.770312547683716,0.5982499718666077,0.693164050579071,0.6048088669776917,0.0015630032867193222,0.780826210975647,0.008570149540901184
50x50 largo,43,55040.0,0.0,0.0,,,0.0,0.0,3.8125,0.5982499718666077,0.6910156607627869,0.6528773307800293,0.0008763940422795713,0.9263032078742981,0.008429881185293198
50x50 largo,44,56320.0,0.0,0.0,,,0.0,0.0,3.8125,0.5982499718666077,0.7037109732627869,0.6146160364151001,0.0036488291807472706,1.22916579246521,0.01769128441810608
50x50 largo,45,57600.0,0.0031250000465661287,0.0,,,0.0,1.0,3.8304688930511475,0.5982499718666077,0.719921886920929,0.5717807412147522,0.007867838256061077,1.0405590534210205,0.020646346732974052
50x50 largo,46,58880.0,0.00019425000937189907,0.0,,,0.0,0.0,3.875,0.5982749462127686,0.7103515863418579,0.5502206683158875,0.0004925998509861529,1.2336565256118774,0.01904650777578354
50x50 largo,47,60160.0,0.003130375174805522,0.0,,,0.0,1.0,3.9320313930511475,0.5982999801635742,0.6734375357627869,0.45913735032081604,0.009313972666859627,1.0725167989730835,0.042835235595703125
50x50 largo,48,61440.0,0.12625175714492798,0.125,,,2.0,0.0,3.8515625,0.5984499454498291,0.6552734375,0.46176260709762573,0.001607902580872178,0.9090171456336975,0.027967724949121475
50x50 largo,49,62720.0,0.06815724819898605,0.0625,,,1.0,1.0,3.8125,0.5988749265670776,0.5755859613418579,0.4314610958099365,0.0018159475876018405,0.7723861932754517,0.02327352948486805
50x50 largo,50,64000.0,0.12771224975585938,0.125,,,2.0,0.0,3.784374952316284,0.5994749665260315,0.5513672232627869,0.39130693674087524,0.0012959425803273916,0.7609295845031738,0.029395556077361107
50x50 largo,51,65280.0,0.007758250460028648,0.0,,,0.0,1.0,3.7476563453674316,0.6001999378204346,0.49726563692092896,0.3601713180541992,0.0014367238618433475,1.2044497728347778,0.0338757187128067
50x50 largo,52,66560.0,0.0013587500434368849,0.0,,,0.0,0.0,3.75,0.6003999710083008,0.5101562738418579,0.3746302127838135,0.0009996243752539158,0.6808480620384216,0.016135547310113907
50x50 largo,53,67840.0,0.000623999978415668,0.0,,,0.0,0.0,3.75,0.6004749536514282,0.5595703125,0.4331592321395874,0.002195153385400772,0.7572528123855591,0.018748240545392036
50x50 largo,54,69120.0,0.06624124944210052,0.0625,,,1.0,1.0,3.707812547683716,0.6005749702453613,0.5601562857627869,0.4306636452674866,0.0016075291205197573,0.8820401430130005,0.025475576519966125
50x50 largo,55,70400.0,0.0005587500054389238,0.0,,,0.0,0.0,3.75,0.6006749868392944,0.5609375238418579,0.4955943524837494,0.007260981015861034,1.384258508682251,0.03469321131706238
50x50 largo,56,71680.0,0.06436287611722946,0.0625,,,1.0,0.0,3.7250001430511475,0.6009500026702881,0.522656261920929,0.44631433486938477,0.0031653731130063534,1.171359658241272,0.021118653938174248
50x50 largo,57,72960.0,0.06562499701976776,0.0625,,,1.0,1.0,3.688281297683716,0.6009500026702881,0.5210937857627869,0.4540477395057678,0.00487686088308692,0.8772547841072083,0.01815131865441799
50x50 largo,58,74240.0,0.00014649999502580613,0.0,,,0.0,0.0,3.6875,0.600974977016449,0.533984363079071,0.46129852533340454,0.00035729375667870045,0.884610116481781,0.014373961836099625
50x50 largo,59,75520.0,0.00045200000749900937,0.0,,,0.0,0.0,3.6875,0.6010749340057373,0.526171863079071,0.5169079303741455,0.0029626116156578064,1.0784308910369873,0.025264665484428406
50x50 largo,60,76800.0,0.0728486180305481,0.0625,,,1.0,3.0,3.7554688453674316,0.601224958896637,0.41777345538139343,0.39371585845947266,0.003071098355576396,0.7138428092002869,0.04212087392807007
50x50 largo,61,78080.0,0.00019900001643691212,0.0,,,0.0,0.0,3.8125,0.6012749671936035,0.44550782442092896,0.41287094354629517,0.002816254971548915,0.8738208413124084,0.017092928290367126
50x50 largo,62,79360.0,0.0004645000153686851,0.0,,,0.0,0.0,3.8125,0.6013749837875366,0.490234375,0.45950770378112793,0.0013352299574762583,0.5606505870819092,0.026226602494716644
50x50 largo,63,80640.0,0.0010143750114366412,0.0,,,0.0,0.0,3.8125,0.6015499830245972,0.546875,0.5119532346725464,0.0036291945725679398,0.8448696136474609,0.0520491898059845
50x50 largo,64,81920.0,0.003307624952867627,0.0,,,0.0,1.0,3.8140625953674316,0.6016499996185303,0.540234386920929,0.4877433180809021,0.0024126246571540833,0.6931594610214233,0.022080518305301666
50x50 largo,65,83200.0,4.525000258581713e-05,0.0,,,0.0,0.0,3.875,0.6016750335693359,0.6263672113418579,0.4977107644081116,0.002169090323150158,0.9713693857192993,0.01590055599808693
50x50 largo,66,84480.0,0.0035403750371187925,0.0,,,0.0,1.0,3.924999952316284,0.6017249822616577,0.6708984375,0.49970459938049316,0.0014573564985767007,0.949169397354126,0.00955253280699253
50x50 largo,67,85760.0,0.0003566250088624656,0.0,,,0.0,0.0,3.9375,0.6017749309539795,0.6958984732627869,0.5200854539871216,0.002025028457865119,0.86986243724823,0.018230050802230835
50x50 largo,68,87040.0,0.06305812299251556,0.0625,,,1.0,0.0,3.90234375,0.6018749475479126,0.623828113079071,0.49239522218704224,0.0013062387006357312,0.7489335536956787,0.019248520955443382
50x50 largo,69,88320.0,0.0001707500050542876,0.0,,,0.0,0.0,3.875,0.6018999814987183,0.54296875,0.40209895372390747,0.0020503380801528692,0.9365589618682861,0.011182112619280815
50x50 largo,70,89600.0,0.0031250000465661287,0.0,,,0.0,1.0,3.9117188453674316,0.6018999814987183,0.5250000357627869,0.35649505257606506,0.0026501156389713287,0.5768729448318481,0.015157151967287064
50x50 largo,71,90880.0,1.8625018128659576e-05,0.0,,,0.0,0.0,3.9375,0.6019499897956848,0.4693359434604645,0.3588126003742218,0.001960846595466137,0.8051649332046509,0.028311660513281822
50x50 largo,72,92160.0,0.00015825001173652709,0.0,,,0.0,0.0,3.9375,0.6019999980926514,0.44414064288139343,0.3716863989830017,0.0009689315920695662,0.5119869709014893,0.013426899909973145
50x50 largo,73,93440.0,0.000297874998068437,0.0,,,0.0,0.0,3.9375,0.6020500063896179,0.47636720538139343,0.416292667388916,0.0015666363760828972,0.4906904101371765,0.013391632586717606
50x50 largo,74,94720.0,0.00032700004521757364,0.0,,,0.0,0.0,3.9375,0.6021499633789062,0.4462890625,0.39684271812438965,0.0033469190821051598,0.4775030016899109,0.0117673734202981
50x50 largo,75,96000.0,0.06289662420749664,0.0625,,,1.0,0.0,3.875781297683716,0.6022499799728394,0.3843750059604645,0.34341585636138916,0.0020838757045567036,0.38358721137046814,0.00807748083025217
50x50 largo,76,97280.0,0.0005731249693781137,0.0,,,0.0,0.0,3.875,0.6023749709129333,0.390625,0.3859858214855194,0.0031049710232764482,0.27343469858169556,0.004813425242900848
50x50 largo,77,98560.0,0.06277012825012207,0.0625,,,1.0,0.0,3.8539063930511475,0.6024500131607056,0.32695314288139343,0.3785233497619629,0.00309610809199512,0.23537802696228027,0.008929973468184471
50x50 largo,78,99840.0,0.0035658751148730516,0.0,,,0.0,1.0,3.875,0.6025750041007996,0.27851563692092896,0.32035884261131287,0.0022772978991270065,0.39233776926994324,0.007816823199391365
50x50 largo,79,101120.0,0.686854362487793,0.0,,,0.0,17.0,0.989062488079071,0.052549995481967926,0.07421875,0.16115322709083557,0.00020513913477770984,6.930922508239746,1.6426180601119995
50x50 largo,80,102400.0,0.6633102893829346,0.0,,,0.0,18.0,1.6875,0.10557499527931213,0.02187499962747097,0.07029677927494049,3.765151177503867e-06,3.796811580657959,0.5559557676315308
50x50 largo,81,103680.0,0.5747437477111816,0.0,,,0.0,11.0,2.686718702316284,0.155924990773201,0.0263671875,0.08724718540906906,6.277588909142651e-06,2.270132541656494,0.11722922325134277
50x50 largo,82,104960.0,0.4126841127872467,0.0,,,0.0,6.0,3.1234376430511475,0.19484999775886536,0.04335937649011612,0.12756279110908508,6.2983701354824e-05,2.063476800918579,0.1798696219921112
50x50 largo,83,106240.0,0.24553699791431427,0.0,,,0.0,5.0,3.4203126430511475,0.218999981880188,0.05097656324505806,0.13351130485534668,0.00032760424073785543,0.195356547832489,0.017077993601560593
50x50 largo,84,107520.0,0.3818678855895996,0.25,,,4.0,3.0,3.567187547683716,0.23240000009536743,0.060546875,0.14159813523292542,0.0007031720015220344,0.11815527081489563,0.05137939006090164
50x50 largo,85,108800.0,0.1025368720293045,0.0,,,0.0,1.0,3.5406250953674316,0.243025004863739,0.06503906100988388,0.14507891237735748,0.002147819148376584,0.12935848534107208,0.002453385852277279
50x50 largo,86,110080.0,0.07120786607265472,0.0,,,0.0,1.0,3.5796875953674316,0.25064998865127563,0.03867187723517418,0.10099661350250244,0.000416135968407616,0.09090417623519897,0.0016495401505380869
50x50 largo,87,111360.0,0.09054625034332275,0.0,,,0.0,3.0,3.7046875953674316,0.2599499821662903,0.03632812574505806,0.11329004168510437,0.0012528838124126196,0.12599828839302063,0.002060466445982456
50x50 largo,88,112640.0,0.07059463113546371,0.0,,,0.0,0.0,3.8125,0.26809999346733093,0.03886718675494194,0.10882584750652313,0.000751616433262825,0.64869624376297,0.0171952024102211
50x50 largo,89,113920.0,0.04467237368226051,0.0,,,0.0,0.0,3.8125,0.273375004529953,0.03515625,0.09927976131439209,0.0004699229320976883,0.18098074197769165,0.004732390865683556
50x50 largo,90,115200.0,0.04653112217783928,0.0,,,0.0,0.0,3.8125,0.27900001406669617,0.02480468712747097,0.08144815266132355,0.0005567051703110337,0.11356779932975769,0.0007791515090502799
50x50 largo,91,116480.0,0.07219850271940231,0.0,,,0.0,3.0,3.907031297683716,0.28657498955726624,0.02558593824505806,0.07880152016878128,0.00038664182648062706,0.11547933518886566,0.0005136444233357906
50x50 largo,92,117760.0,0.22036688029766083,0.125,,,2.0,0.0,3.936718702316284,0.2981249988079071,0.03046875074505806,0.08983977884054184,0.0006325748399831355,0.08901529014110565,0.008624745532870293
50x50 largo,93,119040.0,0.10471050441265106,0.0,,,0.0,1.0,3.91796875,0.3106749653816223,0.046875,0.11718042939901352,0.0003359722322784364,0.12109062820672989,0.0004096625780221075
50x50 largo,94,120320.0,0.10951749980449677,0.0,,,0.0,0.0,3.9375,0.32397499680519104,0.04179687425494194,0.09871596843004227,0.0010179734090343118,0.07339264452457428,0.0004911139258183539
50x50 largo,95,121600.0,0.1921914964914322,0.0625,,,1.0,0.0,3.9273438453674316,0.3395499885082245,0.0380859375,0.09450226277112961,0.0005543188308365643,0.072532057762146,0.004468558356165886
50x50 largo,96,122880.0,0.14245149493217468,0.0,,,0.0,1.0,3.893749952316284,0.3568750023841858,0.04218750074505806,0.08715298026800156,0.0006470935768447816,0.11449439823627472,0.0008115664822980762
50x50 largo,97,124160.0,0.122207872569561,0.0,,,0.0,0.0,3.9375,0.3728749752044678,0.0400390625,0.08046449720859528,0.0006560119218192995,0.08233215659856796,0.0006959867314435542
50x50 largo,98,125440.0,0.10725775361061096,0.0,,,0.0,0.0,3.9375,0.3883250057697296,0.03730468824505806,0.06841304898262024,0.001099033048376441,0.07050833106040955,0.0007585789426229894
50x50 largo,99,126720.0,0.23472362756729126,0.125,,,2.0,1.0,3.852343797683716,0.4042999744415283,0.04140625149011612,0.07209329307079315,0.0001358442532364279,0.14318642020225525,0.005751088727265596
50x50 largo,100,128000.0,0.09209262579679489,0.0,,,0.0,0.0,3.875,0.4185499846935272,0.04140625149011612,0.06686574220657349,0.00027632652199827135,0.11976824700832367,0.001311102882027626
50x50 largo,101,129280.0,0.23322050273418427,0.125,,,2.0,0.0,3.796093702316284,0.43537500500679016,0.04257812723517418,0.06641970574855804,8.645000343676656e-05,0.15318483114242554,0.006793545559048653
50x50 largo,102,130560.0,0.20415523648262024,0.0625,,,1.0,1.0,3.7554688453674316,0.4557249844074249,0.04179687425494194,0.06314145028591156,0.0001496397308073938,0.07407175004482269,0.00451315101236105
50x50 largo,103,131840.0,0.13627636432647705,0.0,,,0.0,2.0,3.8125,0.4759249687194824,0.0390625,0.06305647641420364,0.0001783088082447648,0.10550662875175476,0.0010156205389648676
50x50 largo,104,133120.0,0.19670599699020386,0.0625,,,1.0,0.0,3.8578126430511475,0.4975999593734741,0.04414062574505806,0.07247765362262726,0.0001195551740238443,0.09517934918403625,0.0073619419708848
50x50 largo,105,134400.0,0.27886712551116943,0.125,,,2.0,2.0,3.785937547683716,0.5225250124931335,0.04414062574505806,0.06850197911262512,0.00034777424298226833,0.15029972791671753,0.007671277970075607
50x50 largo,106,135680.0,0.15786586701869965,0.0,,,0.0,0.0,3.8125,0.5510500073432922,0.04707031324505806,0.06974297761917114,3.7658214750990737e-06,0.16503483057022095,0.0019349344074726105
50x50 largo,107,136960.0,0.21734225749969482,0.0625,,,1.0,1.0,3.7890625,0.5791499614715576,0.04628906399011612,0.07222679257392883,0.0012056047562509775,0.11006659269332886,0.004912828095257282
50x50 largo,108,138240.0,0.13071873784065247,0.0,,,0.0,1.0,3.8453125953674316,0.604449987411499,0.05019531399011612,0.06479685008525848,0.00037668776349164546,0.1728488802909851,0.0028986004181206226
50x50 largo,109,139520.0,0.23330801725387573,0.125,,,2.0,1.0,3.893749952316284,0.6265499591827393,0.06875000149011612,0.07888811826705933,0.00021675470634363592,0.13372382521629333,0.009045833721756935
50x50 largo,110,140800.0,0.10396350920200348,0.0,,,0.0,1.0,3.858593702316284,0.6478749513626099,0.05644531175494194,0.07391830533742905,0.001035718247294426,0.14842423796653748,0.0031017661094665527
50x50 largo,111,142080.0,0.22737765312194824,0.125,,,2.0,1.0,3.8226563930511475,0.6687250137329102,0.05000000074505806,0.06780646741390228,7.751317752990872e-05,0.16004621982574463,0.005443258211016655
50x50 largo,112,143360.0,0.09827250242233276,0.0,,,0.0,1.0,3.864062547683716,0.6903499364852905,0.05000000074505806,0.07095926254987717,7.566542626591399e-05,0.1495898962020874,0.003015754744410515
50x50 largo,113,144640.0,0.1493854969739914,0.0625,,,1.0,0.0,3.862499952316284,0.7118499875068665,0.04667968675494194,0.0694907158613205,3.581660712370649e-05,0.32198774814605713,0.0057118134573102
50x50 largo,114,145920.0,0.19713762402534485,0.125,,,2.0,0.0,3.8031251430511475,0.7309499979019165,0.0478515625,0.06743171811103821,0.0010062111541628838,0.23811671137809753,0.011374898254871368
50x50 largo,115,147200.0,0.13138200342655182,0.0625,,,1.0,0.0,3.6421875953674316,0.7504749894142151,0.05507812649011612,0.06575314700603485,4.812395491171628e-05,0.27250269055366516,0.005850090179592371
50x50 largo,116,148480.0,0.25284913182258606,0.1875,,,3.0,0.0,3.515625,0.7708249688148499,0.05292968824505806,0.06756091117858887,0.00017315574223175645,0.743518590927124,0.033796973526477814
50x50 largo,117,149760.0,0.12152912467718124,0.0625,,,1.0,0.0,3.40234375,0.7912499904632568,0.04140625149011612,0.061362795531749725,8.585189061705023e-05,0.6429880857467651,0.015309415757656097
50x50 largo,118,151040.0,0.1818542331457138,0.125,,,2.0,3.0,3.409374952316284,0.8094749450683594,0.03964843973517418,0.06084523722529411,0.00012584695650730282,0.7283477783203125,0.0203707218170166
50x50 largo,119,152320.0,0.23598474264144897,0.1875,,,3.0,2.0,3.3882813453674316,0.8259749412536621,0.03691406175494194,0.061049047857522964,0.00029604544397443533,0.7536206841468811,0.020388124510645866
50x50 largo,120,153600.0,0.42699354887008667,0.375,,,6.0,4.0,3.278125047683716,0.8424249887466431,0.03769531473517418,0.06122227758169174,4.7947363782441244e-05,0.745445728302002,0.06492747366428375
50x50 largo,121,154880.0,0.11106562614440918,0.0625,,,1.0,5.0,3.3921875953674316,0.8587499856948853,0.03593749925494194,0.062038496136665344,6.723988190060481e-05,0.4901467561721802,0.11500027775764465
50x50 largo,122,156160.0,0.21783562004566193,0.1875,,,3.0,1.0,3.4609375,0.8753499984741211,0.03339843824505806,0.0637669712305069,8.924002759158611e-05,0.5431926250457764,0.01576733961701393
50x50 largo,123,157440.0,0.21154938638210297,0.1875,,,3.0,1.0,3.3335938453674316,0.8895999193191528,0.0263671875,0.05969274789094925,0.0003814433002844453,0.3015211522579193,0.01451873779296875
50x50 largo,124,158720.0,0.22275036573410034,0.1875,,,3.0,3.0,3.206249952316284,0.903374969959259,0.03476562723517418,0.06091836094856262,0.00024727455456741154,0.8758264780044556,0.03130458667874336
50x50 largo,125,160000.0,0.22752337157726288,0.1875,,,3.0,4.0,3.28515625,0.9187249541282654,0.03925781324505806,0.06404908001422882,8.670261013321579e-05,0.7373855113983154,0.0326366052031517
50x50 largo,126,161280.0,0.03357712924480438,0.0,,,0.0,3.0,3.352343797683716,0.9326499700546265,0.03984374925494194,0.06903810799121857,0.0016401584725826979,0.32290729880332947,0.01431813184171915
50x50 largo,127,162560.0,0.20516562461853027,0.1875,,,3.0,0.0,3.438281297683716,0.9399750232696533,0.0478515625,0.07179379463195801,0.0011038425145670772,0.27865299582481384,0.02102331444621086
50x50 largo,128,163840.0,0.2705381214618683,0.25,,,4.0,2.0,3.239062547683716,0.9447499513626099,0.03964843973517418,0.06399406492710114,1.3526733710023109e-05,0.23208311200141907,0.01912444829940796
50x50 largo,129,165120.0,0.031087877228856087,0.0,,,0.0,6.0,3.297656297683716,0.9487999677658081,0.03984374925494194,0.06213492900133133,9.022528683999553e-05,0.4590500295162201,0.013245992362499237
50x50 largo,130,166400.0,0.07636962085962296,0.0625,,,1.0,1.0,3.5335938930511475,0.9528749585151672,0.0380859375,0.06368289887905121,2.5609717340557836e-05,0.44315847754478455,0.008884317241609097
50x50 largo,131,167680.0,0.015213625505566597,0.0,,,0.0,2.0,3.6031250953674316,0.956974983215332,0.04218750074505806,0.07048845291137695,0.00033058790722861886,0.40056705474853516,0.004220474511384964
50x50 largo,132,168960.0,0.010559625923633575,0.0,,,0.0,1.0,3.71875,0.9603250026702881,0.0419921875,0.07703021168708801,0.0011301725171506405,0.4220849871635437,0.006643470376729965
50x50 largo,133,170240.0,0.07205087691545486,0.0625,,,1.0,1.0,3.71484375,0.9635999202728271,0.04062500223517418,0.08204643428325653,0.0007602790137752891,0.5112615823745728,0.014998489059507847
50x50 largo,134,171520.0,0.0707983747124672,0.0625,,,1.0,1.0,3.7320313453674316,0.9656249284744263,0.04960937425494194,0.08355432748794556,0.001006914535537362,0.16906896233558655,0.0038833972066640854
50x50 largo,135,172800.0,0.1307002604007721,0.125,,,2.0,0.0,3.6976563930511475,0.9683249592781067,0.04257812723517418,0.08169987797737122,0.00196930393576622,0.14065243303775787,0.0069234916009008884
50x50 largo,136,174080.0,0.1291714906692505,0.125,,,2.0,0.0,3.555468797683716,0.9712749719619751,0.03886718675494194,0.08584216982126236,0.0004008424293715507,0.08750322461128235,0.005791380535811186
50x50 largo,137,175360.0,0.008772625587880611,0.0,,,0.0,2.0,3.616406202316284,0.9743499755859375,0.03925781324505806,0.11127074062824249,0.0014325533993542194,0.14154471457004547,0.0009724425035528839
50x50 largo,138,176640.0,0.31423312425613403,0.3125,,,5.0,0.0,3.512500047683716,0.9772249460220337,0.03300781175494194,0.10985751450061798,0.0002626672212500125,0.609226644039154,0.05963459238409996
