commit	full_hash	date	family	status	old_path	path	subject
0add6a5	0add6a5173c01fe417fecd5c9fcf8cedde672267	2026-06-15T11:02:48-03:00	communication-memory-bytes	M	.	tests/test_train_mappo_jax.py	feat: add write bit entropy reward
629516d	629516dda40aa610c949bdc7a1c2e6316a2b6aca	2026-06-15T11:11:32-03:00	communication-memory-bytes	M	.	src/ant_byte_env/notebook_workflows.py	fix: randomize rollout starts
629516d	629516dda40aa610c949bdc7a1c2e6316a2b6aca	2026-06-15T11:11:32-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/evaluation.py	fix: randomize rollout starts
629516d	629516dda40aa610c949bdc7a1c2e6316a2b6aca	2026-06-15T11:11:32-03:00	communication-memory-bytes	M	.	tests/test_notebook_workflows.py	fix: randomize rollout starts
629516d	629516dda40aa610c949bdc7a1c2e6316a2b6aca	2026-06-15T11:11:32-03:00	communication-memory-bytes	M	.	tests/test_train_mappo_jax.py	fix: randomize rollout starts
91aeb3d	91aeb3d1638b69734052f51b115e8350923c8672	2026-06-15T11:19:06-03:00	communication-memory-bytes	M	.	experiments/communication_bits.json	feat: add write head transfer modes
91aeb3d	91aeb3d1638b69734052f51b115e8350923c8672	2026-06-15T11:19:06-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/cli.py	feat: add write head transfer modes
91aeb3d	91aeb3d1638b69734052f51b115e8350923c8672	2026-06-15T11:19:06-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/runner.py	feat: add write head transfer modes
91aeb3d	91aeb3d1638b69734052f51b115e8350923c8672	2026-06-15T11:19:06-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/transfer.py	feat: add write head transfer modes
91aeb3d	91aeb3d1638b69734052f51b115e8350923c8672	2026-06-15T11:19:06-03:00	communication-memory-bytes	M	.	tests/test_notebook_workflows.py	feat: add write head transfer modes
91aeb3d	91aeb3d1638b69734052f51b115e8350923c8672	2026-06-15T11:19:06-03:00	communication-memory-bytes	M	.	tests/test_train_mappo_jax.py	feat: add write head transfer modes
fd30efb	fd30efbdadb343c99dacb31b26b546f09d5f02ff	2026-06-15T11:27:27-03:00	communication-memory-bytes	M	.	src/ant_byte_env/cli.py	feat: add communication checkpoint probe
fd30efb	fd30efbdadb343c99dacb31b26b546f09d5f02ff	2026-06-15T11:27:27-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/__init__.py	feat: add communication checkpoint probe
fd30efb	fd30efbdadb343c99dacb31b26b546f09d5f02ff	2026-06-15T11:27:27-03:00	communication-memory-bytes	A	.	src/ant_byte_env/training/jax_mappo/probe.py	feat: add communication checkpoint probe
fd30efb	fd30efbdadb343c99dacb31b26b546f09d5f02ff	2026-06-15T11:27:27-03:00	communication-memory-bytes	M	.	tests/test_research_workflow.py	feat: add communication checkpoint probe
fd30efb	fd30efbdadb343c99dacb31b26b546f09d5f02ff	2026-06-15T11:27:27-03:00	communication-memory-bytes	M	.	tests/test_train_mappo_jax.py	feat: add communication checkpoint probe
85c6470	85c647011d48531fe687263ab080264d8784b168	2026-06-15T11:30:30-03:00	jax-mappo-training-core	A	.	autoresearch/communication_sweep.json	docs: add communication sweep matrix
85c6470	85c647011d48531fe687263ab080264d8784b168	2026-06-15T11:30:30-03:00	jax-mappo-training-core	M	.	tests/test_research_workflow.py	docs: add communication sweep matrix
92293fb	92293fb66569ea9235d1d5b4cbe25e5435893a18	2026-06-15T11:35:39-03:00	communication-memory-bytes	A	.	src/ant_byte_env/autoresearch.py	feat: plan communication sweep commands
92293fb	92293fb66569ea9235d1d5b4cbe25e5435893a18	2026-06-15T11:35:39-03:00	communication-memory-bytes	M	.	src/ant_byte_env/cli.py	feat: plan communication sweep commands
92293fb	92293fb66569ea9235d1d5b4cbe25e5435893a18	2026-06-15T11:35:39-03:00	communication-memory-bytes	M	.	tests/test_research_workflow.py	feat: plan communication sweep commands
3480705	3480705bb89b0046ea425fc08360135becd41130	2026-06-15T11:38:47-03:00	communication-memory-bytes	M	.	src/ant_byte_env/autoresearch.py	feat: execute communication sweep plans
3480705	3480705bb89b0046ea425fc08360135becd41130	2026-06-15T11:38:47-03:00	communication-memory-bytes	M	.	src/ant_byte_env/cli.py	feat: execute communication sweep plans
3480705	3480705bb89b0046ea425fc08360135becd41130	2026-06-15T11:38:47-03:00	communication-memory-bytes	M	.	tests/test_research_workflow.py	feat: execute communication sweep plans
ecc4b27	ecc4b27e11368885f4aebe606909330bb17f698b	2026-06-15T11:44:02-03:00	communication-memory-bytes	M	.	src/ant_byte_env/autoresearch.py	fix: guard autoresearch resource usage
ecc4b27	ecc4b27e11368885f4aebe606909330bb17f698b	2026-06-15T11:44:02-03:00	communication-memory-bytes	M	.	src/ant_byte_env/cli.py	fix: guard autoresearch resource usage
ecc4b27	ecc4b27e11368885f4aebe606909330bb17f698b	2026-06-15T11:44:02-03:00	communication-memory-bytes	M	.	tests/test_research_workflow.py	fix: guard autoresearch resource usage
4b6ddc3	4b6ddc338a6486ebab48605ca4a91e879ad178ce	2026-06-15T11:45:26-03:00	communication-memory-bytes	M	.	src/ant_byte_env/autoresearch.py	fix: report autoresearch preflight failures cleanly
4b6ddc3	4b6ddc338a6486ebab48605ca4a91e879ad178ce	2026-06-15T11:45:26-03:00	communication-memory-bytes	M	.	src/ant_byte_env/cli.py	fix: report autoresearch preflight failures cleanly
4b6ddc3	4b6ddc338a6486ebab48605ca4a91e879ad178ce	2026-06-15T11:45:26-03:00	communication-memory-bytes	M	.	tests/test_research_workflow.py	fix: report autoresearch preflight failures cleanly
4e760e0	4e760e0c75cafebe53a421b7ad6d22f71047e403	2026-06-15T11:51:58-03:00	communication-memory-bytes	M	.	src/ant_byte_env/autoresearch.py	feat: isolate autoresearch run roots
4e760e0	4e760e0c75cafebe53a421b7ad6d22f71047e403	2026-06-15T11:51:58-03:00	communication-memory-bytes	M	.	src/ant_byte_env/cli.py	feat: isolate autoresearch run roots
4e760e0	4e760e0c75cafebe53a421b7ad6d22f71047e403	2026-06-15T11:51:58-03:00	communication-memory-bytes	M	.	tests/test_research_workflow.py	feat: isolate autoresearch run roots
b24fd65	b24fd659b020af241d7d06ab6e934719897e83a4	2026-06-15T12:00:24-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/runner.py	fix: resample jax mappo rollouts each update
b24fd65	b24fd659b020af241d7d06ab6e934719897e83a4	2026-06-15T12:00:24-03:00	communication-memory-bytes	M	.	tests/test_train_mappo_jax.py	fix: resample jax mappo rollouts each update
4b03628	4b03628544797598d22b8b7af0c4867f8fc7e056	2026-06-15T12:20:43-03:00	communication-memory-bytes	M	.	src/ant_byte_env/autoresearch.py	fix: keep autoresearch probes bounded
4b03628	4b03628544797598d22b8b7af0c4867f8fc7e056	2026-06-15T12:20:43-03:00	communication-memory-bytes	M	.	src/ant_byte_env/cli.py	fix: keep autoresearch probes bounded
4b03628	4b03628544797598d22b8b7af0c4867f8fc7e056	2026-06-15T12:20:43-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/probe.py	fix: keep autoresearch probes bounded
4b03628	4b03628544797598d22b8b7af0c4867f8fc7e056	2026-06-15T12:20:43-03:00	communication-memory-bytes	M	.	tests/test_research_workflow.py	fix: keep autoresearch probes bounded
fa27145	fa27145da49926e2a459f706b702a236cc8188bd	2026-06-15T13:36:23-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/communication_consolidation_sweep.json	feat: add communication consolidation sweep
ac1d5ea	ac1d5ea03b337c1ceadb4d3e4b29c508e55d61e5	2026-06-15T13:44:26-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_consolidation_sweep.json	feat: add communication consolidation replications
4468fa9	4468fa9b8084028c4b2b818d0f1cfe075977d71d	2026-06-15T13:57:57-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/001-communication-consolidation.md	docs: record communication consolidation results
78389ba	78389ba4c1b2e928dc491686fb68f0ecf8806d2b	2026-06-15T14:01:59-03:00	communication-memory-bytes	M	.	experiments/communication_bits.json	feat: promote communication consolidation stage
78389ba	78389ba4c1b2e928dc491686fb68f0ecf8806d2b	2026-06-15T14:01:59-03:00	communication-memory-bytes	M	.	notebooks/train_jax_communication_curriculum.ipynb	feat: promote communication consolidation stage
78389ba	78389ba4c1b2e928dc491686fb68f0ecf8806d2b	2026-06-15T14:01:59-03:00	communication-memory-bytes	M	.	src/ant_byte_env/notebook_workflows.py	feat: promote communication consolidation stage
78389ba	78389ba4c1b2e928dc491686fb68f0ecf8806d2b	2026-06-15T14:01:59-03:00	communication-memory-bytes	M	.	tests/test_notebook_workflows.py	feat: promote communication consolidation stage
78389ba	78389ba4c1b2e928dc491686fb68f0ecf8806d2b	2026-06-15T14:01:59-03:00	communication-memory-bytes	M	.	tests/test_notebooks.py	feat: promote communication consolidation stage
c53fc37	c53fc3797aca253fa4f19bef8d52736b8c7db820	2026-06-15T14:04:37-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_consolidation_sweep.json	feat: add communication consolidation duration sweep
1326d9b	1326d9bfe832dd4425652a5339ce520457cc3da1	2026-06-15T14:12:01-03:00	communication-memory-bytes	A	.	autoresearch/ideas/002-communication-consolidation-duration.md	feat: promote longer communication consolidation
1326d9b	1326d9bfe832dd4425652a5339ce520457cc3da1	2026-06-15T14:12:01-03:00	communication-memory-bytes	M	.	experiments/communication_bits.json	feat: promote longer communication consolidation
1326d9b	1326d9bfe832dd4425652a5339ce520457cc3da1	2026-06-15T14:12:01-03:00	communication-memory-bytes	M	.	tests/test_notebooks.py	feat: promote longer communication consolidation
bc79f2c	bc79f2c662439b777f08ca2a7aa012b8b105575e	2026-06-15T14:12:54-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_consolidation_sweep.json	feat: add long consolidation replications
270ec97	270ec973d7627f38a704787c98e8da628e125e96	2026-06-15T14:19:08-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/003-long-consolidation-replication.md	docs: record long consolidation replication
b0b1751	b0b17517032b3cd1a7e6074f608684269a5de158	2026-06-15T14:20:02-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_consolidation_sweep.json	feat: add forage polish sweep
83b54c6	83b54c65b0ff60fd16ce4a7842e2aff248293625	2026-06-15T14:32:01-03:00	communication-memory-bytes	A	.	autoresearch/ideas/004-communication-forage-polish.md	feat: promote communication forage polish
83b54c6	83b54c65b0ff60fd16ce4a7842e2aff248293625	2026-06-15T14:32:01-03:00	communication-memory-bytes	M	.	experiments/communication_bits.json	feat: promote communication forage polish
83b54c6	83b54c65b0ff60fd16ce4a7842e2aff248293625	2026-06-15T14:32:01-03:00	communication-memory-bytes	M	.	notebooks/train_jax_communication_curriculum.ipynb	feat: promote communication forage polish
83b54c6	83b54c65b0ff60fd16ce4a7842e2aff248293625	2026-06-15T14:32:01-03:00	communication-memory-bytes	M	.	src/ant_byte_env/notebook_workflows.py	feat: promote communication forage polish
83b54c6	83b54c65b0ff60fd16ce4a7842e2aff248293625	2026-06-15T14:32:01-03:00	communication-memory-bytes	M	.	tests/test_notebook_workflows.py	feat: promote communication forage polish
83b54c6	83b54c65b0ff60fd16ce4a7842e2aff248293625	2026-06-15T14:32:01-03:00	communication-memory-bytes	M	.	tests/test_notebooks.py	feat: promote communication forage polish
5dd48f3	5dd48f38e3d30ea20e81936b7c2ce589beda442a	2026-06-15T14:36:59-03:00	communication-memory-bytes	M	.	autoresearch/communication_sweep.json	feat: add promoted communication validation plan
5dd48f3	5dd48f38e3d30ea20e81936b7c2ce589beda442a	2026-06-15T14:36:59-03:00	communication-memory-bytes	A	.	autoresearch/ideas/005-promoted-validation-plan.md	feat: add promoted communication validation plan
5dd48f3	5dd48f38e3d30ea20e81936b7c2ce589beda442a	2026-06-15T14:36:59-03:00	communication-memory-bytes	M	.	src/ant_byte_env/autoresearch.py	feat: add promoted communication validation plan
5dd48f3	5dd48f38e3d30ea20e81936b7c2ce589beda442a	2026-06-15T14:36:59-03:00	communication-memory-bytes	M	.	tests/test_research_workflow.py	feat: add promoted communication validation plan
65d0531	65d0531f06d0fbf45d4949884f4c21702e82def1	2026-06-15T14:56:43-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: record promoted validation replication
65d0531	65d0531f06d0fbf45d4949884f4c21702e82def1	2026-06-15T14:56:43-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/006-promoted-validation-pv1.md	feat: record promoted validation replication
65d0531	65d0531f06d0fbf45d4949884f4c21702e82def1	2026-06-15T14:56:43-03:00	ant-count-25x25-autoresearch	M	.	src/ant_byte_env/training/jax_mappo/probe.py	feat: record promoted validation replication
65d0531	65d0531f06d0fbf45d4949884f4c21702e82def1	2026-06-15T14:56:43-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: record promoted validation replication
65d0531	65d0531f06d0fbf45d4949884f4c21702e82def1	2026-06-15T14:56:43-03:00	ant-count-25x25-autoresearch	M	.	tests/test_train_mappo_jax.py	feat: record promoted validation replication
104a751	104a7519a969b28f4db4105df6750ecaa3cabae4	2026-06-15T15:10:41-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/007-promoted-validation-pv2.md	docs: record promoted validation pv2
a68937d	a68937d2e49e532cd477cf7f7ecdd66956f9d0d0	2026-06-15T15:25:34-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: add communication polish length experiment
a68937d	a68937d2e49e532cd477cf7f7ecdd66956f9d0d0	2026-06-15T15:25:34-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/008-promoted-validation-aggregate.md	feat: add communication polish length experiment
a68937d	a68937d2e49e532cd477cf7f7ecdd66956f9d0d0	2026-06-15T15:25:34-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: add communication polish length experiment
25cb978	25cb97865b63a8de1b2368dd16f824d067261e39	2026-06-15T15:31:52-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: add shorter communication polish experiment
25cb978	25cb97865b63a8de1b2368dd16f824d067261e39	2026-06-15T15:31:52-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/009-polish-length-pl0.md	feat: add shorter communication polish experiment
25cb978	25cb97865b63a8de1b2368dd16f824d067261e39	2026-06-15T15:31:52-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: add shorter communication polish experiment
f7d4b31	f7d4b3148fbb5513438a15a4b871e5211762d6a2	2026-06-15T15:38:23-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: add short polish replication experiments
f7d4b31	f7d4b3148fbb5513438a15a4b871e5211762d6a2	2026-06-15T15:38:23-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/010-polish-length-pl1.md	feat: add short polish replication experiments
f7d4b31	f7d4b3148fbb5513438a15a4b871e5211762d6a2	2026-06-15T15:38:23-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: add short polish replication experiments
8ae6f08	8ae6f088df6dd198b039d40481ba3acf9cbf1b6b	2026-06-15T15:43:12-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/011-short-polish-replication.md	docs: record short polish replication results
f8f1bf1	f8f1bf108590196b22b4c30e7af44e54b136f8a7	2026-06-15T15:48:33-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/ideas/011-short-polish-replication.md	docs: add short polish eval16 probes
2ad416c	2ad416c79609797720d79f80a3936685c9bbfe6b	2026-06-15T15:51:14-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: add short polish seed sweep
2ad416c	2ad416c79609797720d79f80a3936685c9bbfe6b	2026-06-15T15:51:14-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: add short polish seed sweep
0a2b996	0a2b996b308d4b31375dab6999e4086d725ed0e5	2026-06-15T16:00:06-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/012-pv3-short-polish-seed-sweep.md	docs: record pv3 short polish seed sweep
a5dd481	a5dd4814432d3cd176c3aaac638ee1247f0dc7e1	2026-06-15T16:01:01-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: add fixed-seed polish cross-source checks
a5dd481	a5dd4814432d3cd176c3aaac638ee1247f0dc7e1	2026-06-15T16:01:01-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: add fixed-seed polish cross-source checks
6374428	6374428c5c70c4836ba4774dbe0b1708f2a3c1ce	2026-06-15T16:10:46-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/013-fixed-seed-805-cross-source.md	docs: record fixed polish seed cross-source check
2c076f1	2c076f1f5af122f173a09dded6e13feb5805f9df	2026-06-15T16:11:57-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: add pv2 polish seed sweep
2c076f1	2c076f1f5af122f173a09dded6e13feb5805f9df	2026-06-15T16:11:57-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: add pv2 polish seed sweep
949b0b6	949b0b68c0569ed6acbf74c434cc9f196efa4a34	2026-06-15T16:21:14-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/014-pv2-polish-seed-sweep.md	docs: record pv2 polish seed sweep
282f1b5	282f1b5bb3e2c31336c7fdcf14ade2d4647ebe65	2026-06-15T16:25:23-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: add probe-only polish gate candidates
282f1b5	282f1b5bb3e2c31336c7fdcf14ade2d4647ebe65	2026-06-15T16:25:23-03:00	ant-count-25x25-autoresearch	M	.	src/ant_byte_env/autoresearch.py	feat: add probe-only polish gate candidates
282f1b5	282f1b5bb3e2c31336c7fdcf14ade2d4647ebe65	2026-06-15T16:25:23-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: add probe-only polish gate candidates
cbe1a90	cbe1a904638dbea92532ed1cc0473d10172b2026	2026-06-15T16:41:28-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/015-polish-gate-comparison.md	docs: record polish gate eval comparison
5f5a292	5f5a2920ba4049637a4f436fa6712ccfb5c669b3	2026-06-15T16:43:13-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: add pv1 polish seed gate candidates
5f5a292	5f5a2920ba4049637a4f436fa6712ccfb5c669b3	2026-06-15T16:43:13-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: add pv1 polish seed gate candidates
6abc547	6abc54738f2c4fd58e8549a33f99953f5d4c069f	2026-06-15T16:51:17-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/016-pv1-polish-seed-gate.md	docs: record pv1 polish seed gate
4a06a6f	4a06a6f75ca4ce9d91d389a5763b905e62998ca9	2026-06-15T16:53:58-03:00	communication-memory-bytes	M	.	src/ant_byte_env/autoresearch.py	feat: rank communication gate probes
4a06a6f	4a06a6f75ca4ce9d91d389a5763b905e62998ca9	2026-06-15T16:53:58-03:00	communication-memory-bytes	M	.	src/ant_byte_env/cli.py	feat: rank communication gate probes
4a06a6f	4a06a6f75ca4ce9d91d389a5763b905e62998ca9	2026-06-15T16:53:58-03:00	communication-memory-bytes	M	.	tests/test_research_workflow.py	feat: rank communication gate probes
caef663	caef66324833e8a0f2e34b61ad60149196f520b5	2026-06-15T16:54:59-03:00	communication-memory-bytes	A	.	autoresearch/ideas/017-gate-ranking-helper.md	docs: record communication gate ranking
af6abd3	af6abd35f0ea3d623f48c94e8f651f9d83a44da4	2026-06-15T16:56:20-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: add polish refine candidates
af6abd3	af6abd35f0ea3d623f48c94e8f651f9d83a44da4	2026-06-15T16:56:20-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: add polish refine candidates
830df2b	830df2b78db3b317caf4a98c28569e7a0b820e44	2026-06-15T17:01:37-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/018-polish-refine.md	docs: record polish refine result
e4c136b	e4c136b02e63ce3312d7a520ad234a88421d56a3	2026-06-15T17:02:55-03:00	ant-count-25x25-autoresearch	M	.	autoresearch/communication_sweep.json	feat: add weak-source refine candidates
e4c136b	e4c136b02e63ce3312d7a520ad234a88421d56a3	2026-06-15T17:02:55-03:00	ant-count-25x25-autoresearch	M	.	tests/test_research_workflow.py	feat: add weak-source refine candidates
b1916b8	b1916b823c95b303bdec68f959a11f8970ca4ec7	2026-06-15T17:09:14-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/019-weak-source-refine.md	docs: record weak-source refine result
30f592f	30f592f14b112514e6bacd05f5ab3099da0f0f67	2026-06-15T17:10:15-03:00	ant-count-25x25-autoresearch	A	.	autoresearch/ideas/020-eval4-vs-eval16-gate.md	docs: compare eval4 and eval16 gate scores
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	README.md	fix: separate movement and writing timesteps
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	src/ant_byte_env/env.py	fix: separate movement and writing timesteps
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	src/ant_byte_env/jax_env.py	fix: separate movement and writing timesteps
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/cli.py	fix: separate movement and writing timesteps
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/core.py	fix: separate movement and writing timesteps
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/probe.py	fix: separate movement and writing timesteps
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/torch_mappo/cli.py	fix: separate movement and writing timesteps
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/torch_mappo/observations.py	fix: separate movement and writing timesteps
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	tests/test_env_api.py	fix: separate movement and writing timesteps
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	tests/test_jax_env.py	fix: separate movement and writing timesteps
5978ddc	5978ddc81ddfe7fb79a6cfbbba582d4a5175ff23	2026-06-15T18:32:15-03:00	communication-memory-bytes	M	.	tests/test_train_mappo_jax.py	fix: separate movement and writing timesteps
36d04ff	36d04ff6210279e70709ce085b0732d16a4faf86	2026-06-15T18:46:17-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/evaluation.py	fix: shuffle evaluation layouts
36d04ff	36d04ff6210279e70709ce085b0732d16a4faf86	2026-06-15T18:46:17-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/torch_mappo/evaluation.py	fix: shuffle evaluation layouts
36d04ff	36d04ff6210279e70709ce085b0732d16a4faf86	2026-06-15T18:46:17-03:00	communication-memory-bytes	M	.	tests/test_train_mappo.py	fix: shuffle evaluation layouts
36d04ff	36d04ff6210279e70709ce085b0732d16a4faf86	2026-06-15T18:46:17-03:00	communication-memory-bytes	M	.	tests/test_train_mappo_jax.py	fix: shuffle evaluation layouts
41602ae	41602ae899fb6e59f007b4a19707773e7cbf4e5c	2026-06-16T08:56:38-03:00	communication-memory-bytes	M	.	README.md	feat: expose cookie reward hyperparameter
41602ae	41602ae899fb6e59f007b4a19707773e7cbf4e5c	2026-06-16T08:56:38-03:00	communication-memory-bytes	M	.	src/ant_byte_env/notebook_workflows.py	feat: expose cookie reward hyperparameter
41602ae	41602ae899fb6e59f007b4a19707773e7cbf4e5c	2026-06-16T08:56:38-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/cli.py	feat: expose cookie reward hyperparameter
41602ae	41602ae899fb6e59f007b4a19707773e7cbf4e5c	2026-06-16T08:56:38-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/torch_mappo/cli.py	feat: expose cookie reward hyperparameter
41602ae	41602ae899fb6e59f007b4a19707773e7cbf4e5c	2026-06-16T08:56:38-03:00	communication-memory-bytes	M	.	tests/test_notebook_workflows.py	feat: expose cookie reward hyperparameter
41602ae	41602ae899fb6e59f007b4a19707773e7cbf4e5c	2026-06-16T08:56:38-03:00	communication-memory-bytes	M	.	tests/test_train_mappo.py	feat: expose cookie reward hyperparameter
41602ae	41602ae899fb6e59f007b4a19707773e7cbf4e5c	2026-06-16T08:56:38-03:00	communication-memory-bytes	M	.	tests/test_train_mappo_jax.py	feat: expose cookie reward hyperparameter
ac010c5	ac010c59a12bb3e809f4ccd2a80176644af54d53	2026-06-16T09:01:10-03:00	jax-mappo-training-core	M	.	notebooks/train_mappo_curriculum.ipynb	feat: raise forage curriculum cookie reward
772be2d	772be2d2aaf540147d4baec5735b01b94c503381	2026-06-16T09:34:06-03:00	communication-memory-bytes	M	.	README.md	feat: expose forage curriculum gamma
772be2d	772be2d2aaf540147d4baec5735b01b94c503381	2026-06-16T09:34:06-03:00	communication-memory-bytes	M	.	notebooks/train_mappo_curriculum.ipynb	feat: expose forage curriculum gamma
772be2d	772be2d2aaf540147d4baec5735b01b94c503381	2026-06-16T09:34:06-03:00	communication-memory-bytes	M	.	src/ant_byte_env/notebook_workflows.py	feat: expose forage curriculum gamma
772be2d	772be2d2aaf540147d4baec5735b01b94c503381	2026-06-16T09:34:06-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/jax_mappo/cli.py	feat: expose forage curriculum gamma
772be2d	772be2d2aaf540147d4baec5735b01b94c503381	2026-06-16T09:34:06-03:00	communication-memory-bytes	M	.	src/ant_byte_env/training/torch_mappo/cli.py	feat: expose forage curriculum gamma
772be2d	772be2d2aaf540147d4baec5735b01b94c503381	2026-06-16T09:34:06-03:00	communication-memory-bytes	M	.	tests/test_notebook_workflows.py	feat: expose forage curriculum gamma
772be2d	772be2d2aaf540147d4baec5735b01b94c503381	2026-06-16T09:34:06-03:00	communication-memory-bytes	M	.	tests/test_train_mappo.py	feat: expose forage curriculum gamma
772be2d	772be2d2aaf540147d4baec5735b01b94c503381	2026-06-16T09:34:06-03:00	communication-memory-bytes	M	.	tests/test_train_mappo_jax.py	feat: expose forage curriculum gamma
abbf879	abbf87915fd315a10662ff1a2a328d3a86f90643	2026-06-17T11:46:03-03:00	communication-memory-bytes	M	.	README.md	feat: extend forage curriculum to 50x50
abbf879	abbf87915fd315a10662ff1a2a328d3a86f90643	2026-06-17T11:46:03-03:00	communication-memory-bytes	M	.	autoresearch/GOAL.md	feat: extend forage curriculum to 50x50
abbf879	abbf87915fd315a10662ff1a2a328d3a86f90643	2026-06-17T11:46:03-03:00	communication-memory-bytes	M	.	experiments/communication_bits.json	feat: extend forage curriculum to 50x50
abbf879	abbf87915fd315a10662ff1a2a328d3a86f90643	2026-06-17T11:46:03-03:00	communication-memory-bytes	M	.	experiments/direct_goal_baseline.json	feat: extend forage curriculum to 50x50
