run_dir	family	evidence_files	summary	evaluation	train_result	config	plan	experiment_md	metrics_jsonl	metric_source	eval_mean_delivered_food	eval_mean_delivered_fraction	eval_success_rate	delivery_events	pickup_events	env_return	episode_return	final_mean_remaining_food	best_model_metric_value	global_step	update	num_updates
runs/autoresearch/forage_loop/DISTANCE_CAP24_SPEED_SOURCES16_430	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP24_SPEED_SOURCES16_430/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP24_SPEED_SOURCES16_430/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP24_SPEED_SOURCES16_430/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP24_SPEED_SOURCES16_430/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP24_SPEED_SOURCES16_430/evaluation.json	21.947916666666668	0.9542572463768116	0.46875	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP32_SPEED_SOURCES12_430	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP32_SPEED_SOURCES12_430/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP32_SPEED_SOURCES12_430/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP32_SPEED_SOURCES12_430/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP32_SPEED_SOURCES12_430/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP32_SPEED_SOURCES12_430/evaluation.json	21.822916666666668	0.9488224637681159	0.5	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4	ant-count-25x25-autoresearch	evaluation.json;experiment.md;extended_evaluation.json;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4/evaluation.json	2.75	0.11956521739130435	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_BALANCED	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_BALANCED/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_BALANCED/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_BALANCED/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_BALANCED/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_BALANCED/evaluation.json	5.0	0.21739130434782608	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_DISTILL	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_DISTILL/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_DISTILL/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_DISTILL/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_DISTILL/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_DISTILL/evaluation.json	3.75	0.16304347826086957	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_GREEDY_TUNE	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_GREEDY_TUNE/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_GREEDY_TUNE/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_GREEDY_TUNE/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_GREEDY_TUNE/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_GREEDY_TUNE/evaluation.json	7.75	0.3369565217391304	0.25	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_ENTROPY_PENALTY	ant-count-25x25-autoresearch	evaluation.json;experiment.md;extended_evaluation.json;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_ENTROPY_PENALTY/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_ENTROPY_PENALTY/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_ENTROPY_PENALTY/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_ENTROPY_PENALTY/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_ENTROPY_PENALTY/evaluation.json	12.125	0.5271739130434783	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_GENTLE_GREEDY	ant-count-25x25-autoresearch	evaluation.json;experiment.md;extended_evaluation.json;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_GENTLE_GREEDY/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_GENTLE_GREEDY/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_GENTLE_GREEDY/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_GENTLE_GREEDY/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_GENTLE_GREEDY/evaluation.json	14.75	0.6413043478260869	0.25	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_TUNE	ant-count-25x25-autoresearch	evaluation.json;experiment.md;extended_evaluation.json;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_TUNE/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_TUNE/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_TUNE/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_TUNE/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_LONG_CREDIT_TUNE/evaluation.json	11.0	0.4782608695652174	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_MIXED_TUNE	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_MIXED_TUNE/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_MIXED_TUNE/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_MIXED_TUNE/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_MIXED_TUNE/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_MIXED_TUNE/evaluation.json	4.0	0.17391304347826086	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_NO_WRITE	communication-memory-bytes	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_NO_WRITE/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_NO_WRITE/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_NO_WRITE/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_NO_WRITE/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_NO_WRITE/evaluation.json	0.0	0.0	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP	ant-count-25x25-autoresearch	evaluation.json;experiment.md;extended_evaluation.json;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP/evaluation.json	13.0	0.5652173913043479	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_FINE	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_FINE/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_FINE/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_FINE/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_FINE/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_FINE/evaluation.json	0.0	0.0	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_HYBRID_POLICY	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_HYBRID_POLICY/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_HYBRID_POLICY/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_HYBRID_POLICY/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_HYBRID_POLICY/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_HYBRID_POLICY/evaluation.json	7.875	0.3423913043478261	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_MOVE_ALIGN	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_MOVE_ALIGN/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_MOVE_ALIGN/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_MOVE_ALIGN/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_MOVE_ALIGN/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_MOVE_ALIGN/evaluation.json	9.875	0.42934782608695654	0.125	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_NEAR	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_NEAR/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_NEAR/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_NEAR/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_NEAR/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_NEAR/evaluation.json	7.0	0.30434782608695654	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_SEED2	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_SEED2/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_SEED2/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_SEED2/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_SEED2/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_SEED2/evaluation.json	2.0	0.08695652173913043	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_STABLE	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_STABLE/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_STABLE/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_STABLE/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_STABLE/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_STABLE/evaluation.json	0.0	0.0	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_T125_CONFIRM_POLICY	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_T125_CONFIRM_POLICY/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_T125_CONFIRM_POLICY/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_T125_CONFIRM_POLICY/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_T125_CONFIRM_POLICY/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_T125_CONFIRM_POLICY/evaluation.json	22.515625	0.9789402173913043	0.84375	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_CONFIRM_GRID	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_CONFIRM_GRID/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_CONFIRM_GRID/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_CONFIRM_GRID/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_CONFIRM_GRID/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_CONFIRM_GRID/evaluation.json	22.479166666666668	0.9773550724637682	0.84375	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_FINE_POLICY	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_FINE_POLICY/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_FINE_POLICY/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_FINE_POLICY/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_FINE_POLICY/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_FINE_POLICY/evaluation.json	22.520833333333332	0.9791666666666666	0.875	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_HIGH_GRID	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_HIGH_GRID/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_HIGH_GRID/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_HIGH_GRID/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_HIGH_GRID/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_HIGH_GRID/evaluation.json	22.109375	0.9612771739130435	0.796875	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_POLICY	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_POLICY/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_POLICY/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_POLICY/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_POLICY/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_POLICY/evaluation.json	20.84375	0.90625	0.4375	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_TOP3_CONFIRM	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_TOP3_CONFIRM/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_TOP3_CONFIRM/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_TOP3_CONFIRM/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_TOP3_CONFIRM/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SHARP_TEMP_TOP3_CONFIRM/evaluation.json	22.5078125	0.9786005434782608	0.859375	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP4_SPEED_4A_800	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SPEED_4A_800/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SPEED_4A_800/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SPEED_4A_800/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP4_SPEED_4A_800/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP4_SPEED_4A_800/evaluation.json	15.583333333333334	0.677536231884058	0.020833333333333332	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_HUBVECTOR_RANDOM_SPAWN	bigmap-deployment-rendering	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_HUBVECTOR_RANDOM_SPAWN/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_HUBVECTOR_RANDOM_SPAWN/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_HUBVECTOR_RANDOM_SPAWN/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_HUBVECTOR_RANDOM_SPAWN/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_HUBVECTOR_RANDOM_SPAWN/evaluation.json	12.328125	0.5360054347826086	0.015625	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_HELDOUT_SELECT	bigmap-deployment-rendering	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_HELDOUT_SELECT/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_HELDOUT_SELECT/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_HELDOUT_SELECT/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_HELDOUT_SELECT/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_HELDOUT_SELECT/evaluation.json	16.197916666666668	0.7042572463768115	0.1875	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_RANDOM_SPAWN	bigmap-deployment-rendering	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_RANDOM_SPAWN/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_RANDOM_SPAWN/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_RANDOM_SPAWN/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_RANDOM_SPAWN/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_RANDOM_SPAWN/evaluation.json	15.203125	0.6610054347826088	0.078125	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_SPAWN_RADIUS_CURRICULUM	bigmap-deployment-rendering	experiment.md;plan.json	.	.	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_SPAWN_RADIUS_CURRICULUM/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_NAVVECTOR_SPAWN_RADIUS_CURRICULUM/experiment.md	.	.	.	.	.	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_RANDOM_SPAWN	bigmap-deployment-rendering	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_RANDOM_SPAWN/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_RANDOM_SPAWN/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_RANDOM_SPAWN/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_RANDOM_SPAWN/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_BIGMAP_RARE_RANDOM_SPAWN/evaluation.json	10.958333333333334	0.47644927536231885	0.041666666666666664	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_CAP8_SPEED_8A_550	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_SPEED_8A_550/summary.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_SPEED_8A_550/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_SPEED_8A_550/plan.json	runs/autoresearch/forage_loop/DISTANCE_CAP8_SPEED_8A_550/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_CAP8_SPEED_8A_550/evaluation.json	17.171875	0.7466032608695652	0.09375	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_SHAPE	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_SHAPE/summary.json	runs/autoresearch/forage_loop/DISTANCE_SHAPE/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_SHAPE/plan.json	runs/autoresearch/forage_loop/DISTANCE_SHAPE/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_SHAPE/evaluation.json	13.75	0.5978260869565217	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4/summary.json	runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4/plan.json	runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4/evaluation.json	0.0	0.0	0.0	.	.	.	.	.	.	.	.	.
runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4_SHARP	ant-count-25x25-autoresearch	evaluation.json;experiment.md;plan.json;summary.json	runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4_SHARP/summary.json	runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4_SHARP/evaluation.json	.	.	runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4_SHARP/plan.json	runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4_SHARP/experiment.md	.	runs/autoresearch/forage_loop/DISTANCE_VISION2_CAP4_SHARP/evaluation.json	1.0	0.043478260869565216	0.0	.	.	.	.	.	.	.	.	.
runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0000_mid250_from_best_mt050_lr5e6_u24	hundred-bridge-maze-stress	config.json;metrics.jsonl;summary.json;train_result.json	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0000_mid250_from_best_mt050_lr5e6_u24/summary.json	.	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0000_mid250_from_best_mt050_lr5e6_u24/train_result.json	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0000_mid250_from_best_mt050_lr5e6_u24/config.json	.	.	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0000_mid250_from_best_mt050_lr5e6_u24/metrics.jsonl	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0000_mid250_from_best_mt050_lr5e6_u24/summary.json	247.0	0.988	0.75	117.0	169.0	29.25	25.291236877441406	207.75	0.7903604856482283	20480.0	.	.
runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0001_mid250_from_best_mt0525_lr5e6_u24	hundred-bridge-maze-stress	config.json;metrics.jsonl;summary.json;train_result.json	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0001_mid250_from_best_mt0525_lr5e6_u24/summary.json	.	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0001_mid250_from_best_mt0525_lr5e6_u24/train_result.json	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0001_mid250_from_best_mt0525_lr5e6_u24/config.json	.	.	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0001_mid250_from_best_mt0525_lr5e6_u24/metrics.jsonl	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0001_mid250_from_best_mt0525_lr5e6_u24/summary.json	249.5	0.998	0.75	172.0	267.0	43.0	40.271934509277344	183.25	0.9831551573434256	1024.0	.	.
runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0002_mid250_from_best_mt060_lr5e6_u16	hundred-bridge-maze-stress	config.json;metrics.jsonl;summary.json;train_result.json	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0002_mid250_from_best_mt060_lr5e6_u16/summary.json	.	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0002_mid250_from_best_mt060_lr5e6_u16/train_result.json	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0002_mid250_from_best_mt060_lr5e6_u16/config.json	.	.	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0002_mid250_from_best_mt060_lr5e6_u16/metrics.jsonl	runs/bridge_100x100_sweep/continue120_20260703_004806/continue120_0002_mid250_from_best_mt060_lr5e6_u16/summary.json	246.0	0.984	0.75	120.0	222.0	30.0	26.699893951416016	194.5	0.6446323156070115	1024.0	.	.
